"","Datum","Warengruppe","Umsatz","Wochentag","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertage","istFeiertag"
"1577",2017-11-25,"Brot",100.894643188864,"Samstag",0,7,2.775,5,45,"0",0
"1578",2017-11-26,"Brot",56.1839609734841,"Sonntag",0,7,4.65,12,61,"0",0
"1579",2017-11-27,"Brot",108.488785532168,"Montag",0,7,4.5625,14,61,"0",0
"1580",2017-11-28,"Brot",82.6450051477415,"Dienstag",0,7,5.4875,12,61,"0",0
"1581",2017-11-29,"Brot",70.8933590937057,"Mittwoch",0,7,4.225,6,61,"0",0
"1582",2017-11-30,"Brot",151.851067390839,"Donnerstag",0,7,2.8125,4,10,"0",0
"1583",2017-12-01,"Brot",81.7634785538538,"Freitag",0,6,4.3625,8,68,"0",0
"1584",2017-12-02,"Brot",127.082516714906,"Samstag",0,7,0.375,8,61,"0",0
"1585",2017-12-03,"Brot",77.1376298618811,"Sonntag",0,7,5.225,7,61,"0",0
"1586",2017-12-04,"Brot",132.405506118959,"Montag",0,2,5.3375,12,NA,"0",0
"1587",2017-12-05,"Brot",98.6865740402869,"Dienstag",0,7,8.65,17,21,"0",0
"1588",2017-12-06,"Brot",87.2168769966415,"Mittwoch",0,7,8.9,17,0,"0",0
"1589",2017-12-07,"Brot",121.022930614205,"Donnerstag",0,8,5.7625,13,61,"0",0
"1590",2017-12-08,"Brot",90.723222063322,"Freitag",0,6,1.675,10,73,"0",0
"1591",2017-12-09,"Brot",109.566700891337,"Samstag",0,3,3.5125,10,61,"0",0
"1592",2017-12-10,"Brot",46.1034350972905,"Sonntag",0,7,0.9875,9,22,"0",0
"1593",2017-12-11,"Brot",64.1114917289524,"Montag",0,8,2.2375,14,61,"0",0
"1594",2017-12-12,"Brot",104.188888422736,"Dienstag",0,7,1.55,12,68,"0",0
"1595",2017-12-13,"Brot",71.0846835326617,"Mittwoch",0,7,1.9875,12,69,"0",0
"1596",2017-12-14,"Brot",147.585568185835,"Donnerstag",0,7,3.025,12,61,"0",0
"1597",2017-12-15,"Brot",107.055312628908,"Freitag",0,7,3.0375,9,20,"0",0
"1598",2017-12-16,"Brot",111.764487162802,"Samstag",0,1,3.275,10,10,"0",0
"1599",2017-12-17,"Brot",54.2108446777326,"Sonntag",0,3,1.1375,7,10,"0",0
"1600",2017-12-18,"Brot",132.343297226153,"Montag",0,5,2.4625,6,10,"0",0
"1601",2017-12-19,"Brot",114.954215428736,"Dienstag",0,7,5.9125,7,20,"0",0
"1602",2017-12-20,"Brot",95.0575238589803,"Mittwoch",0,7,6.6375,6,20,"0",0
"1603",2017-12-21,"Brot",123.510947305391,"Donnerstag",0,7,6.2375,10,21,"0",0
"1604",2017-12-22,"Brot",132.34052838286,"Freitag",0,7,5.7625,9,10,"0",0
"1605",2017-12-23,"Brot",216.986006515356,"Samstag",0,7,7.8,19,61,"0",0
"1606",2017-12-24,"Brot",168.227885876022,"Sonntag",0,7,8.1125,16,61,"0",0
"1607",2017-12-27,"Brot",104.582475428322,"Mittwoch",0,7,4.6125,7,21,"0",0
"1608",2017-12-28,"Brot",108.209333877696,"Donnerstag",0,4,4.0875,11,61,"0",0
"1609",2017-12-29,"Brot",120.681193840944,"Freitag",0,5,2.8125,11,61,"0",0
"1610",2017-12-30,"Brot",162.150512622119,"Samstag",0,7,4.05,10,61,"0",0
"1611",2017-12-31,"Brot",162.986018021678,"Sonntag",0,7,8.25,16,63,"0",0
"1612",2018-01-02,"Brot",154.786374942725,"Dienstag",0,6,5.7,8,61,"0",0
"1613",2018-01-03,"Brot",80.1711341155724,"Mittwoch",0,7,6.475,11,61,"0",0
"1614",2018-01-04,"Brot",136.591619491075,"Donnerstag",0,6,5.5125,7,61,"0",0
"1615",2018-01-05,"Brot",91.934017601084,"Freitag",0,8,4.325,10,61,"0",0
"1616",2018-01-06,"Brot",73.8495235935427,"Samstag",0,7,3.1875,8,61,"0",0
"1617",2018-01-07,"Brot",87.9206063192333,"Sonntag",0,0,0.65,8,NA,"0",0
"1618",2018-01-08,"Brot",118.339722290326,"Montag",0,1,0.9875,7,5,"0",0
"1619",2018-01-09,"Brot",88.8949959430897,"Dienstag",0,4,3.1625,11,0,"0",0
"1620",2018-01-10,"Brot",92.1632213092253,"Mittwoch",0,6,4.0125,6,21,"0",0
"1621",2018-01-11,"Brot",126.219974300486,"Donnerstag",0,7,3.8375,10,61,"0",0
"1622",2018-01-12,"Brot",116.261966635988,"Freitag",0,7,2.275,10,10,"0",0
"1623",2018-01-13,"Brot",109.622594764107,"Samstag",0,8,1.275,8,10,"0",0
"1624",2018-01-14,"Brot",49.0005592318035,"Sonntag",0,1,0.325,8,5,"0",0
"1625",2018-01-15,"Brot",108.800629287407,"Montag",0,7,1.5625,12,61,"0",0
"1626",2018-01-16,"Brot",116.40783148052,"Dienstag",0,7,3.3625,9,61,"0",0
"1627",2018-01-17,"Brot",99.9287661378494,"Mittwoch",0,6,1.8125,10,61,"0",0
"1628",2018-01-18,"Brot",111.788522418724,"Donnerstag",0,7,1.1625,17,73,"0",0
"1629",2018-01-19,"Brot",121.028250919463,"Freitag",0,6,1.975,10,73,"0",0
"1630",2018-01-20,"Brot",115.690881472167,"Samstag",0,8,1.75,7,61,"0",0
"1631",2018-01-21,"Brot",86.9824385331888,"Sonntag",0,6,-0.6125,3,49,"0",0
"1632",2018-01-22,"Brot",137.932331634568,"Montag",0,7,0.675,7,77,"0",0
"1633",2018-01-23,"Brot",101.743983330679,"Dienstag",0,7,4.6625,7,61,"0",0
"1634",2018-01-24,"Brot",115.464753338403,"Mittwoch",0,8,11.6,14,61,"0",0
"1635",2018-01-25,"Brot",103.267103773044,"Donnerstag",0,7,7.95,9,21,"0",0
"1636",2018-01-26,"Brot",98.0556839467947,"Freitag",0,6,5.9625,5,45,"0",0
"1637",2018-01-27,"Brot",130.945038639959,"Samstag",0,8,5.6375,9,10,"0",0
"1638",2018-01-28,"Brot",83.0180376295478,"Sonntag",0,6,7.6625,16,61,"0",0
"1639",2018-01-29,"Brot",109.744299217296,"Montag",0,7,7.55,21,63,"0",0
"1640",2018-01-30,"Brot",117.052646589407,"Dienstag",0,4,5.7375,15,10,"0",0
"1641",2018-01-31,"Brot",105.812423397334,"Mittwoch",0,7,6.3,15,61,"0",0
"1642",2018-02-01,"Brot",96.7664796057527,"Donnerstag",0,7,3.5125,11,61,"0",0
"1643",2018-02-02,"Brot",95.6737620611135,"Freitag",0,7,3.45,6,61,"0",0
"1644",2018-02-03,"Brot",105.609185632305,"Samstag",0,7,-1.1625,8,71,"0",0
"1645",2018-02-04,"Brot",53.0138004326992,"Sonntag",0,7,0.825,18,73,"0",0
"1646",2018-02-05,"Brot",141.343449024634,"Montag",0,7,-0.2375,10,22,"0",0
"1647",2018-02-06,"Brot",119.719757906946,"Dienstag",0,1,-0.8625,5,10,"0",0
"1648",2018-02-07,"Brot",101.419539257411,"Mittwoch",0,0,-1.285714,4,5,"0",0
"1649",2018-02-08,"Brot",158.153466871707,"Donnerstag",0,0,-0.0125,6,5,"0",0
"1650",2018-02-09,"Brot",136.987868117875,"Freitag",0,1,-0.2625,7,10,"0",0
"1651",2018-02-10,"Brot",162.657002276986,"Samstag",0,1,0.5625,4,10,"0",0
"1652",2018-02-11,"Brot",50.4265035269595,"Sonntag",0,7,2.3375,11,75,"0",0
"1653",2018-02-12,"Brot",116.368403565942,"Montag",0,5,1.825,15,75,"0",0
"1654",2018-02-13,"Brot",130.234212553533,"Dienstag",0,0,2.6875,7,10,"0",0
"1655",2018-02-14,"Brot",84.2120188970009,"Mittwoch",0,0,2.95,8,5,"0",0
"1656",2018-02-15,"Brot",97.2457937573187,"Donnerstag",0,7,0.675,11,73,"0",0
"1657",2018-02-16,"Brot",163.353586518488,"Freitag",0,5,4.8625,12,21,"0",0
"1658",2018-02-17,"Brot",148.514760113872,"Samstag",0,8,4.125,5,10,"0",0
"1659",2018-02-18,"Brot",43.1372026328517,"Sonntag",0,5,4.375,8,0,"0",0
"1660",2018-02-19,"Brot",121.942230728321,"Montag",0,5,4.9125,4,5,"0",0
"1661",2018-02-20,"Brot",89.5867418102959,"Dienstag",0,1,3.375,11,10,"0",0
"1662",2018-02-21,"Brot",116.006081856932,"Mittwoch",0,6,2.175,7,22,"0",0
"1663",2018-02-22,"Brot",124.909775681547,"Donnerstag",0,7,1.1125,7,20,"0",0
"1664",2018-02-23,"Brot",91.3084600530353,"Freitag",0,1,0.4375,12,5,"0",0
"1665",2018-02-24,"Brot",131.85933719787,"Samstag",0,6,0.125,15,71,"0",0
"1666",2018-02-25,"Brot",60.2910060331361,"Sonntag",0,7,-2.9625,14,71,"0",0
"1667",2018-02-26,"Brot",86.3075633753733,"Montag",0,5,-1.5375,18,NA,"0",0
"1668",2018-02-27,"Brot",66.9903015912322,"Dienstag",0,6,-3.425,16,71,"0",0
"1669",2018-02-28,"Brot",98.7664662416456,"Mittwoch",0,5,-6.1375,16,5,"0",0
"1670",2018-03-01,"Brot",121.672068570646,"Donnerstag",0,6,-3.95,18,71,"0",0
"1671",2018-03-02,"Brot",101.712081140049,"Freitag",0,6,-4.9625,15,71,"0",0
"1672",2018-03-03,"Brot",98.2415892822967,"Samstag",0,0,-3.4375,13,5,"0",0
"1673",2018-03-04,"Brot",71.4481254842192,"Sonntag",0,5,-2.3125,10,77,"0",0
"1674",2018-03-05,"Brot",119.676827681314,"Montag",0,5,5.9875,7,10,"0",0
"1675",2018-03-06,"Brot",105.33896274036,"Dienstag",0,0,6.4,9,5,"0",0
"1676",2018-03-07,"Brot",96.383968298997,"Mittwoch",0,7,1.1875,6,71,"0",0
"1677",2018-03-08,"Brot",130.937668895181,"Donnerstag",0,5,4.4625,8,61,"0",0
"1678",2018-03-09,"Brot",106.190382211722,"Freitag",0,7,4.45,13,61,"0",0
"1679",2018-03-10,"Brot",151.523763464872,"Samstag",0,8,3.4,10,63,"0",0
"1680",2018-03-11,"Brot",44.5141733478635,"Sonntag",0,5,11.475,7,45,"0",0
"1681",2018-03-12,"Brot",138.141700035259,"Montag",0,7,6.5375,5,61,"0",0
"1682",2018-03-13,"Brot",126.305395778367,"Dienstag",0,7,4.2625,12,61,"0",0
"1683",2018-03-14,"Brot",142.741299070527,"Mittwoch",0,8,3.2,8,21,"0",0
"1684",2018-03-15,"Brot",224.024543942887,"Donnerstag",0,8,2.4625,20,NA,"0",0
"1685",2018-03-16,"Brot",169.617856126588,"Freitag",0,7,0.2,28,22,"0",0
"1686",2018-03-17,"Brot",192.571863723155,"Samstag",0,5,-2.225,29,73,"0",0
"1687",2018-03-18,"Brot",140.587952269619,"Sonntag",0,1,-0.825,23,5,"0",0
"1688",2018-03-19,"Brot",168.789051955079,"Montag",0,0,2.3,8,5,"0",0
"1689",2018-03-20,"Brot",135.231062535176,"Dienstag",0,0,4.2125,17,5,"0",0
"1690",2018-03-21,"Brot",120.262742064374,"Mittwoch",0,7,4.7,13,22,"0",0
"1691",2018-03-22,"Brot",140.605808619442,"Donnerstag",0,8,5.7625,11,61,"0",0
"1692",2018-03-23,"Brot",135.226761513192,"Freitag",0,8,4.425,5,22,"0",0
"1693",2018-03-24,"Brot",175.533882075808,"Samstag",0,7,7.125,4,5,"0",0
"1694",2018-03-25,"Brot",72.1396206051801,"Sonntag",0,7,7.625,6,0,"0",0
"1695",2018-03-26,"Brot",148.365363810161,"Montag",0,7,5.0375,8,61,"0",0
"1696",2018-03-27,"Brot",156.722306258184,"Dienstag",0,7,5.325,9,10,"0",0
"1697",2018-03-28,"Brot",136.183415192499,"Mittwoch",0,7,3.725,14,61,"0",0
"1698",2018-03-29,"Brot",369.627890205243,"Donnerstag",0,7,0.9,8,71,"0",0
"1699",2018-03-31,"Brot",416.788764354814,"Samstag",0,7,2.225,17,NA,"0",0
"1700",2018-04-01,"Brot",68.2964647517978,"Sonntag",0,6,2.525,9,71,"0",0
"1701",2018-04-02,"Brot",43.200364814703,"Montag",0,5,6.1,8,5,"Ostermontag",1
"1702",2018-04-03,"Brot",135.724585456051,"Dienstag",0,7,11.775,9,61,"0",0
"1703",2018-04-04,"Brot",115.932994804965,"Mittwoch",0,4,13.2125,9,61,"0",0
"1704",2018-04-05,"Brot",97.8634527844016,"Donnerstag",0,7,8.6625,19,61,"0",0
"1705",2018-04-06,"Brot",118.206081571449,"Freitag",0,1,9.9875,10,5,"0",0
"1706",2018-04-07,"Brot",145.347521013483,"Samstag",0,0,14.75,9,5,"0",0
"1707",2018-04-08,"Brot",70.9108032083961,"Sonntag",0,0,20.5,5,5,"0",0
"1708",2018-04-09,"Brot",100.975591763884,"Montag",0,5,15.3125,9,5,"0",0
"1709",2018-04-10,"Brot",116.487322952139,"Dienstag",0,8,5.1625,21,10,"0",0
"1710",2018-04-11,"Brot",82.0268234172204,"Mittwoch",0,8,4.7125,22,NA,"0",0
"1711",2018-04-12,"Brot",136.188054778093,"Donnerstag",0,5,7.975,19,5,"0",0
"1712",2018-04-13,"Brot",91.9470794074567,"Freitag",0,6,8.7125,15,61,"0",0
"1713",2018-04-14,"Brot",166.908303338313,"Samstag",0,8,7.675,10,61,"0",0
"1714",2018-04-15,"Brot",94.7804910054962,"Sonntag",0,8,9.5375,7,61,"0",0
"1715",2018-04-16,"Brot",120.530309652016,"Montag",0,2,13.875,8,63,"0",0
"1716",2018-04-17,"Brot",101.387635071749,"Dienstag",0,0,15.25,11,0,"0",0
"1717",2018-04-18,"Brot",93.6448450690126,"Mittwoch",0,1,20.35,11,0,"0",0
"1718",2018-04-19,"Brot",109.1997780181,"Donnerstag",0,0,23.1125,5,0,"0",0
"1719",2018-04-20,"Brot",89.8024722034331,"Freitag",0,0,24.375,13,0,"0",0
"1720",2018-04-21,"Brot",144.90805943254,"Samstag",0,1,15.6625,10,5,"0",0
"1721",2018-04-22,"Brot",68.3301534203764,"Sonntag",0,1,14.525,11,5,"0",0
"1722",2018-04-23,"Brot",89.8268678476001,"Montag",0,4,14.4,18,5,"0",0
"1723",2018-04-24,"Brot",97.0271023646392,"Dienstag",0,5,12.0875,21,61,"0",0
"1724",2018-04-25,"Brot",68.0325664897455,"Mittwoch",0,7,9.25,13,61,"0",0
"1725",2018-04-26,"Brot",132.024346180966,"Donnerstag",0,6,11.0875,18,61,"0",0
"1726",2018-04-27,"Brot",64.0736168057245,"Freitag",0,5,13.0875,8,0,"0",0
"1727",2018-04-28,"Brot",145.377113487886,"Samstag",0,7,14.65,8,61,"0",0
"1728",2018-04-29,"Brot",112.634849007942,"Sonntag",0,7,8.875,9,21,"0",0
"1729",2018-04-30,"Brot",152.280472407717,"Montag",0,7,11.55,10,95,"0",0
"1730",2018-05-02,"Brot",114.081337561043,"Mittwoch",0,1,14.725,9,5,"0",0
"1731",2018-05-03,"Brot",123.975160122456,"Donnerstag",0,1,12.5,14,0,"0",0
"1732",2018-05-04,"Brot",98.2938513417318,"Freitag",0,0,12.1875,10,5,"0",0
"1733",2018-05-05,"Brot",127.687524931524,"Samstag",0,0,14.75,9,5,"0",0
"1734",2018-05-06,"Brot",56.2258188093528,"Sonntag",0,0,18.9125,10,NA,"0",0
"1735",2018-05-07,"Brot",134.486983298219,"Montag",0,0,20.825,11,0,"0",0
"1736",2018-05-08,"Brot",118.423159794704,"Dienstag",0,0,22.3875,14,5,"0",0
"1737",2018-05-09,"Brot",147.863208010494,"Mittwoch",0,0,23.3,12,NA,"0",0
"1738",2018-05-10,"Brot",65.3700130129915,"Donnerstag",0,5,20.525,9,95,"Christi Himmelfahrt",1
"1739",2018-05-11,"Brot",206.81195059122,"Freitag",0,1,15.1,8,NA,"0",0
"1740",2018-05-12,"Brot",150.026139523841,"Samstag",0,5,17.3375,10,0,"0",0
"1741",2018-05-13,"Brot",86.0125611140966,"Sonntag",0,2,17.25,12,10,"0",0
"1742",2018-05-14,"Brot",98.758369396784,"Montag",0,0,18.8875,11,5,"0",0
"1743",2018-05-15,"Brot",98.0353644636131,"Dienstag",0,0,18,9,0,"0",0
"1744",2018-05-16,"Brot",73.5620132092815,"Mittwoch",0,5,20.5625,13,21,"0",0
"1745",2018-05-17,"Brot",129.846043854855,"Donnerstag",0,3,15.2875,10,5,"0",0
"1746",2018-05-18,"Brot",127.204797376274,"Freitag",0,7,14.75,9,0,"0",0
"1747",2018-05-19,"Brot",169.221578127274,"Samstag",0,6,14.9125,8,0,"0",0
"1748",2018-05-20,"Brot",107.80986732414,"Sonntag",0,0,18.9,13,5,"0",0
"1749",2018-05-22,"Brot",156.307236988041,"Dienstag",0,0,20.325,13,5,"0",0
"1750",2018-05-23,"Brot",109.786783071564,"Mittwoch",0,0,20.1625,10,0,"0",0
"1751",2018-05-24,"Brot",108.54624822638,"Donnerstag",0,0,20.35,15,5,"0",0
"1752",2018-05-25,"Brot",123.517143533616,"Freitag",0,0,19.775,16,5,"0",0
"1753",2018-05-26,"Brot",152.999422087259,"Samstag",0,0,19.875,11,5,"0",0
"1754",2018-05-27,"Brot",99.6705421509629,"Sonntag",0,7,16.425,12,20,"0",0
"1755",2018-05-28,"Brot",157.41929138371,"Montag",0,2,20.2125,10,5,"0",0
"1756",2018-05-29,"Brot",106.471684824603,"Dienstag",0,0,23.4625,14,5,"0",0
"1757",2018-05-30,"Brot",112.241407941627,"Mittwoch",0,1,23.1875,11,17,"0",0
"1758",2018-05-31,"Brot",111.26691705832,"Donnerstag",0,0,21.8875,14,5,"0",0
"1759",2018-06-01,"Brot",171.352211320836,"Freitag",0,0,21.375,12,5,"0",0
"1760",2018-06-02,"Brot",145.082493830242,"Samstag",0,1,22.8875,10,5,"0",0
"1761",2018-06-03,"Brot",78.971045287569,"Sonntag",0,7,19.275,9,0,"0",0
"1762",2018-06-04,"Brot",130.480133704068,"Montag",0,5,19.25,14,20,"0",0
"1763",2018-06-05,"Brot",149.0974286003,"Dienstag",0,0,19.7,10,5,"0",0
"1764",2018-06-06,"Brot",125.51279931351,"Mittwoch",0,0,22.15,14,5,"0",0
"1765",2018-06-07,"Brot",130.135052932173,"Donnerstag",0,0,23.6875,10,NA,"0",0
"1766",2018-06-08,"Brot",133.461558814522,"Freitag",0,0,22.7375,9,0,"0",0
"1767",2018-06-09,"Brot",196.77276590343,"Samstag",0,6,22.1125,7,61,"0",0
"1768",2018-06-10,"Brot",98.5728577636623,"Sonntag",0,7,19.1,8,61,"0",0
"1769",2018-06-11,"Brot",167.589367834019,"Montag",0,6,18.5125,15,NA,"0",0
"1770",2018-06-12,"Brot",118.251386322568,"Dienstag",0,8,15.3125,12,20,"0",0
"1771",2018-06-13,"Brot",139.415611673776,"Mittwoch",0,7,16.4,14,61,"0",0
"1772",2018-06-14,"Brot",185.371307862245,"Donnerstag",0,5,20.9,10,NA,"0",0
"1773",2018-06-15,"Brot",178.358896719133,"Freitag",0,4,19.2,7,0,"0",0
"1774",2018-06-16,"Brot",165.240825926878,"Samstag",1,5,21.325,7,95,"0",0
"1775",2018-06-17,"Brot",131.774736746731,"Sonntag",1,5,18.275,12,61,"0",0
"1776",2018-06-18,"Brot",150.60898110442,"Montag",1,7,17.6375,9,61,"0",0
"1777",2018-06-19,"Brot",134.103229549554,"Dienstag",1,3,19.2375,16,21,"0",0
"1778",2018-06-20,"Brot",187.760363692391,"Mittwoch",1,3,23.65,13,0,"0",0
"1779",2018-06-21,"Brot",137.380800589863,"Donnerstag",1,7,11.5625,15,65,"0",0
"1780",2018-06-22,"Brot",173.94005241559,"Freitag",1,5,15.575,20,61,"0",0
"1781",2018-06-23,"Brot",228.688308197952,"Samstag",1,7,14.3,18,61,"0",0
"1782",2018-06-24,"Brot",96.8397776549712,"Sonntag",1,6,16.2375,10,21,"0",0
"1783",2018-06-25,"Brot",147.963260084348,"Montag",0,6,17.175,13,21,"0",0
"1784",2018-06-26,"Brot",126.72717073825,"Dienstag",0,3,20.075,6,21,"0",0
"1785",2018-06-27,"Brot",98.3742739147763,"Mittwoch",0,0,22.0125,11,5,"0",0
"1786",2018-06-28,"Brot",153.222912713889,"Donnerstag",0,0,22.125,9,0,"0",0
"1787",2018-06-29,"Brot",124.38040536437,"Freitag",0,0,21.85,15,5,"0",0
"1788",2018-06-30,"Brot",162.619063596716,"Samstag",0,0,21.2375,10,5,"0",0
"1789",2018-07-01,"Brot",106.398295888854,"Sonntag",0,0,21.0625,12,5,"0",0
"1790",2018-07-02,"Brot",149.330712948602,"Montag",0,0,22.525,11,5,"0",0
"1791",2018-07-03,"Brot",169.678253618551,"Dienstag",0,0,22.4875,9,5,"0",0
"1792",2018-07-04,"Brot",109.364720126691,"Mittwoch",0,5,19.7,9,NA,"0",0
"1793",2018-07-05,"Brot",116.912047862458,"Donnerstag",0,7,17.5,12,20,"0",0
"1794",2018-07-06,"Brot",125.795744991444,"Freitag",0,0,20.5125,18,5,"0",0
"1795",2018-07-07,"Brot",191.54454865792,"Samstag",0,0,20.25,19,5,"0",0
"1796",2018-07-08,"Brot",91.3700330488367,"Sonntag",0,0,23,10,5,"0",0
"1797",2018-07-09,"Brot",229.749812826633,"Montag",0,6,16.75,18,0,"0",0
"1798",2018-07-10,"Brot",161.388287131381,"Dienstag",0,2,18.675,15,5,"0",0
"1799",2018-07-11,"Brot",182.146767161495,"Mittwoch",0,7,19.625,12,21,"0",0
"1800",2018-07-12,"Brot",207.879339995873,"Donnerstag",0,1,26.075,14,NA,"0",0
"1801",2018-07-13,"Brot",212.722414977186,"Freitag",0,0,23.975,13,5,"0",0
"1802",2018-07-14,"Brot",212.000188627887,"Samstag",0,7,17.7625,12,0,"0",0
"1803",2018-07-15,"Brot",119.132803761786,"Sonntag",0,2,23.2,9,5,"0",0
"1804",2018-07-16,"Brot",208.643527692918,"Montag",0,0,24.25,9,5,"0",0
"1805",2018-07-17,"Brot",197.264834738044,"Dienstag",0,0,26.775,10,NA,"0",0
"1806",2018-07-18,"Brot",137.708586986464,"Mittwoch",0,3,23.866666,13,0,"0",0
"1807",2018-07-19,"Brot",200.859004330066,"Donnerstag",0,2,22.575,13,NA,"0",0
"1808",2018-07-20,"Brot",152.255425827064,"Freitag",0,0,22.775,9,0,"0",0
"1809",2018-07-21,"Brot",184.333715320185,"Samstag",0,0,25.0625,10,0,"0",0
"1810",2018-07-22,"Brot",130.857888069408,"Sonntag",0,1,25.0375,13,5,"0",0
"1811",2018-07-23,"Brot",170.806669011279,"Montag",0,3,24.8375,10,NA,"0",0
"1812",2018-07-24,"Brot",157.350119671548,"Dienstag",0,0,28.1,10,5,"0",0
"1813",2018-07-25,"Brot",133.595167634802,"Mittwoch",0,1,28.425,11,61,"0",0
"1814",2018-07-26,"Brot",202.537258911938,"Donnerstag",0,0,28.875,12,5,"0",0
"1815",2018-07-27,"Brot",198.225522569542,"Freitag",0,0,27.5875,16,5,"0",0
"1816",2018-07-28,"Brot",214.470393074174,"Samstag",0,3,28.75,11,95,"0",0
"1817",2018-07-29,"Brot",129.801991483483,"Sonntag",0,0,24.55,6,NA,"0",0
"1818",2018-07-30,"Brot",148.541339807983,"Montag",0,6,27.7875,10,21,"0",0
"1819",2018-07-31,"Brot",123.075681762413,"Dienstag",0,5,31.2875,11,NA,"0",0
"1820",2018-08-01,"Brot",155.667074902176,"Mittwoch",0,0,23.7625,10,0,"0",0
"1821",2018-08-02,"Brot",184.602015250426,"Donnerstag",0,0,26.1875,10,0,"0",0
"1822",2018-08-03,"Brot",186.074698075048,"Freitag",0,1,27.6625,10,0,"0",0
"1823",2018-08-04,"Brot",194.712701006953,"Samstag",0,4,25.1375,12,NA,"0",0
"1824",2018-08-05,"Brot",97.2065935638755,"Sonntag",0,7,21.3,14,61,"0",0
"1825",2018-08-06,"Brot",166.783435864976,"Montag",0,0,23.1,5,0,"0",0
"1826",2018-08-07,"Brot",143.221137471447,"Dienstag",0,0,32.671428,7,NA,"0",0
"1827",2018-08-08,"Brot",122.981555707127,"Mittwoch",0,4,28.15,10,NA,"0",0
"1828",2018-08-09,"Brot",161.955145073299,"Donnerstag",0,5,24.575,13,21,"0",0
"1829",2018-08-10,"Brot",175.889430786451,"Freitag",0,5,17.325,16,61,"0",0
"1830",2018-08-11,"Brot",168.158392923536,"Samstag",0,6,15.5,13,61,"0",0
"1831",2018-08-12,"Brot",74.0189199976427,"Sonntag",0,7,18.375,9,61,"0",0
"1832",2018-08-13,"Brot",193.715640168979,"Montag",0,7,21.9125,8,61,"0",0
"1833",2018-08-14,"Brot",190.852468728321,"Dienstag",0,5,21.8,16,61,"0",0
"1834",2018-08-15,"Brot",150.014600973985,"Mittwoch",0,6,21.9875,13,21,"0",0
"1835",2018-08-16,"Brot",165.281856975798,"Donnerstag",0,3,25.075,9,0,"0",0
"1836",2018-08-17,"Brot",183.61826622021,"Freitag",0,7,19.55,9,61,"0",0
"1837",2018-08-18,"Brot",286.4285836037,"Samstag",0,4,21.75,10,NA,"0",0
"1838",2018-08-19,"Brot",114.56491534131,"Sonntag",0,7,21.3875,10,NA,"0",0
"1839",2018-08-20,"Brot",143.811983234546,"Montag",0,6,19.6,13,21,"0",0
"1840",2018-08-21,"Brot",167.876466720315,"Dienstag",0,4,19.7875,8,NA,"0",0
"1841",2018-08-22,"Brot",158.707824679993,"Mittwoch",0,0,26.6375,8,NA,"0",0
"1842",2018-08-23,"Brot",196.983337005769,"Donnerstag",0,5,22.575,11,5,"0",0
"1843",2018-08-24,"Brot",134.813042303878,"Freitag",0,5,17.1,15,61,"0",0
"1844",2018-08-25,"Brot",210.894910964755,"Samstag",0,7,12.9,6,63,"0",0
"1845",2018-08-26,"Brot",116.037717397677,"Sonntag",0,3,16.9875,12,21,"0",0
"1846",2018-08-27,"Brot",145.158367443176,"Montag",0,6,16.5375,13,63,"0",0
"1847",2018-08-28,"Brot",157.917157032248,"Dienstag",0,6,18.6125,9,61,"0",0
"1848",2018-08-29,"Brot",159.892897160801,"Mittwoch",0,0,22.7,12,0,"0",0
"1849",2018-08-30,"Brot",159.274240342795,"Donnerstag",0,7,15.4625,13,63,"0",0
"1850",2018-08-31,"Brot",162.511769237234,"Freitag",0,4,18.725,11,0,"0",0
"1851",2018-09-01,"Brot",126.205013596051,"Samstag",0,2,18.1125,8,NA,"0",0
"1852",2018-09-02,"Brot",86.9732218228749,"Sonntag",0,1,18.95,11,5,"0",0
"1853",2018-09-03,"Brot",171.235294088361,"Montag",0,2,21.0125,13,21,"0",0
"1854",2018-09-04,"Brot",156.661618144109,"Dienstag",0,1,20.525,11,5,"0",0
"1855",2018-09-05,"Brot",123.290387701397,"Mittwoch",0,2,20.2875,11,0,"0",0
"1856",2018-09-06,"Brot",169.394619156374,"Donnerstag",0,0,21.275,11,0,"0",0
"1857",2018-09-07,"Brot",134.470142491038,"Freitag",0,7,17.475,12,61,"0",0
"1858",2018-09-08,"Brot",128.666129881691,"Samstag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"1859",2018-09-09,"Brot",58.0327097435218,"Sonntag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"1860",2018-09-10,"Brot",133.644968355272,"Montag",0,5,19.2375,12,NA,"0",0
"1861",2018-09-11,"Brot",126.784034299194,"Dienstag",0,7,16.55,12,61,"0",0
"1862",2018-09-12,"Brot",134.898864832082,"Mittwoch",0,7,14.3,11,61,"0",0
"1863",2018-09-13,"Brot",168.001619977426,"Donnerstag",0,4,17.3375,7,0,"0",0
"1864",2018-09-14,"Brot",151.756811701033,"Freitag",0,3,17.1125,9,NA,"0",0
"1865",2018-09-15,"Brot",159.55613175549,"Samstag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"1866",2018-09-16,"Brot",87.6376515136746,"Sonntag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
