"","Datum","Warengruppe","Umsatz","Wochentag","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode"
"2108",2019-05-24,"Brot",150.801702348629,"Mittwoch",NA,2,18.4125,17,0
"2109",2019-05-25,"Brot",176.363730494417,"Samstag",NA,7,13.5375,14,NA
"2110",2019-05-26,"Brot",91.8485411831319,"Sonntag",NA,7,13.625,10,61
"2111",2019-05-27,"Brot",135.089884893124,"Freitag",NA,6,15.2625,13,NA
"2112",2019-05-28,"Brot",154.363980473,"Montag",NA,6,13.1625,12,NA
"2113",2019-05-29,"Brot",190.850120526359,"Donnerstag",NA,3,13.3625,8,0
"2114",2019-05-30,"Brot",85.1459297904495,"Dienstag",NA,7,14.0125,9,61
"2115",2019-05-31,"Brot",215.454052033041,"Mittwoch",NA,7,18.85,14,NA
"2116",2019-06-01,"Brot",183.381710350506,"Samstag",NA,6,19.5625,15,0
"2117",2019-06-02,"Brot",65.9290669428528,"Sonntag",NA,2,24.35,8,NA
"2118",2019-06-03,"Brot",156.629344440515,"Freitag",NA,6,22.225,12,21
"2119",2019-06-04,"Brot",182.363884800063,"Montag",NA,7,16.0625,10,61
"2120",2019-06-05,"Brot",129.984671134979,"Donnerstag",NA,5,22.9125,11,NA
"2121",2019-06-06,"Brot",156.696406271014,"Dienstag",NA,6,19.5,13,61
"2122",2013-07-01,"Broetchen",535.856284785361,"Freitag",NA,6,17.8375,15,20
"2123",2013-07-02,"Broetchen",546.780787392297,"Montag",NA,3,17.3125,10,NA
"2124",2013-07-03,"Broetchen",427.343258749983,"Donnerstag",NA,7,21.075,6,61
"2125",2013-07-04,"Broetchen",454.859641347987,"Dienstag",NA,7,18.85,7,20
"2126",2013-07-05,"Broetchen",492.818804066088,"Mittwoch",NA,5,19.975,12,NA
"2127",2013-07-06,"Broetchen",631.906068038484,"Samstag",NA,0,18.9625,8,NA
"2128",2013-07-07,"Broetchen",695.25572963054,"Sonntag",NA,0,21.375,9,NA
"2129",2013-07-08,"Broetchen",538.529249911711,"Freitag",NA,0,22.725,10,5
"2130",2013-07-09,"Broetchen",585.957264698849,"Montag",NA,0,23.275,8,NA
"2131",2013-07-10,"Broetchen",567.365764527953,"Donnerstag",NA,2,19.6875,13,5
"2132",2013-07-11,"Broetchen",569.109374584873,"Dienstag",NA,0,21.375,12,5
"2133",2013-07-12,"Broetchen",600.267914678783,"Mittwoch",NA,0,20.2875,7,NA
"2134",2013-07-13,"Broetchen",747.140776382576,"Samstag",NA,1,20.125,12,NA
"2135",2013-07-14,"Broetchen",777.048841669282,"Sonntag",NA,5,17.6875,15,5
"2136",2013-07-15,"Broetchen",596.995099998235,"Freitag",NA,6,18.7375,12,NA
"2137",2013-07-16,"Broetchen",558.797138274201,"Montag",NA,1,21.1875,10,NA
"2138",2013-07-17,"Broetchen",628.325718978073,"Donnerstag",NA,5,22.5125,8,NA
"2139",2013-07-18,"Broetchen",647.822253705942,"Dienstag",NA,1,23.25,11,5
"2140",2013-07-19,"Broetchen",646.788959790823,"Mittwoch",NA,3,22.475,16,5
"2141",2013-07-20,"Broetchen",843.051280035386,"Samstag",NA,0,23.1875,8,NA
"2142",2013-07-21,"Broetchen",815.942264195776,"Sonntag",NA,0,26.375,8,NA
"2143",2013-07-22,"Broetchen",647.682748973215,"Freitag",NA,0,26.1,9,NA
"2144",2013-07-23,"Broetchen",691.043662205889,"Montag",NA,0,24.95,12,NA
"2145",2013-07-24,"Broetchen",698.340862077002,"Donnerstag",NA,3,24.075,11,NA
"2146",2013-07-25,"Broetchen",681.250768331783,"Dienstag",NA,2,23.0875,9,NA
"2147",2013-07-26,"Broetchen",718.016648132155,"Mittwoch",NA,3,27.2625,6,NA
"2148",2013-07-27,"Broetchen",855.619095347599,"Samstag",NA,1,26.1625,10,NA
"2149",2013-07-28,"Broetchen",871.802546455837,"Sonntag",NA,4,24.8875,13,61
"2150",2013-07-29,"Broetchen",672.50214523923,"Freitag",NA,1,22.7875,10,NA
"2151",2013-07-30,"Broetchen",690.117757120039,"Montag",NA,5,21.075,13,21
"2152",2013-07-31,"Broetchen",667.842224335937,"Donnerstag",NA,5,20.275,16,65
"2153",2013-08-01,"Broetchen",667.213719343287,"Dienstag",NA,6,23.4,7,21
"2154",2013-08-02,"Broetchen",689.695100983376,"Mittwoch",NA,0,31.4375,7,NA
"2155",2013-08-03,"Broetchen",930.801703150498,"Samstag",NA,4,23.3625,11,63
"2156",2013-08-04,"Broetchen",862.752429028985,"Sonntag",NA,3,23.05,8,NA
"2157",2013-08-05,"Broetchen",520.947179812455,"Freitag",NA,0,25.8,10,NA
"2158",2013-08-06,"Broetchen",498.920948322354,"Montag",NA,5,22.225,13,NA
"2159",2013-08-07,"Broetchen",519.197204695832,"Donnerstag",NA,4,19.2125,8,NA
"2160",2013-08-08,"Broetchen",486.25509543792,"Dienstag",NA,7,16.975,12,20
"2161",2013-08-09,"Broetchen",539.975155104136,"Mittwoch",NA,4,20.3375,10,21
"2162",2013-08-10,"Broetchen",614.511830668785,"Samstag",NA,7,19.3625,12,61
"2163",2013-08-11,"Broetchen",666.9113081568,"Sonntag",NA,7,16.3875,9,61
"2164",2013-08-12,"Broetchen",510.019126480035,"Freitag",NA,7,16.45,11,63
"2165",2013-08-13,"Broetchen",535.403212817658,"Montag",NA,3,16.4,16,95
"2166",2013-08-14,"Broetchen",520.123590697437,"Donnerstag",NA,4,18.2625,18,61
"2167",2013-08-15,"Broetchen",538.231262832354,"Dienstag",NA,3,19.8,8,NA
"2168",2013-08-16,"Broetchen",552.153714601025,"Mittwoch",NA,4,23.575,11,0
"2169",2013-08-17,"Broetchen",583.657434231324,"Samstag",NA,6,20.55,7,0
"2170",2013-08-18,"Broetchen",669.186211470815,"Sonntag",NA,7,18.5875,10,63
"2171",2013-08-19,"Broetchen",499.912512856933,"Freitag",NA,5,18.4875,8,NA
"2172",2013-08-20,"Broetchen",478.730297151576,"Montag",NA,7,17.775,8,61
"2173",2013-08-21,"Broetchen",440.815636456397,"Donnerstag",NA,5,20.125,8,NA
"2174",2013-08-22,"Broetchen",497.731338188322,"Dienstag",NA,4,21.6625,8,NA
"2175",2013-08-23,"Broetchen",503.672089526472,"Mittwoch",NA,1,22.0375,14,NA
"2176",2013-08-24,"Broetchen",707.94429725517,"Samstag",NA,0,20.85,16,5
"2177",2013-08-25,"Broetchen",726.257649523775,"Sonntag",NA,0,21.3875,16,5
"2178",2013-08-26,"Broetchen",451.536740815421,"Freitag",NA,0,20.125,15,5
"2179",2013-08-27,"Broetchen",442.318352086176,"Montag",NA,1,21.0875,12,NA
"2180",2013-08-28,"Broetchen",418.297941202801,"Donnerstag",NA,0,21.3,7,NA
"2181",2013-08-29,"Broetchen",386.390267686346,"Dienstag",NA,3,20.2125,11,NA
"2182",2013-08-30,"Broetchen",492.141265198519,"Mittwoch",NA,6,19.7875,8,5
"2183",2013-08-31,"Broetchen",581.490537751984,"Samstag",NA,5,18.35,16,21
"2184",2013-09-01,"Broetchen",481.584829613001,"Sonntag",NA,7,15.8625,16,61
"2185",2013-09-02,"Broetchen",350.023432755307,"Freitag",NA,7,16.575,17,63
"2186",2013-09-03,"Broetchen",357.401285676803,"Montag",NA,7,18.225,11,21
"2187",2013-09-04,"Broetchen",362.249371679536,"Donnerstag",NA,7,18.125,5,NA
"2188",2013-09-05,"Broetchen",400.95010523182,"Dienstag",NA,0,21.7,8,NA
"2189",2013-09-06,"Broetchen",395.673296994009,"Mittwoch",NA,0,24.7,9,NA
"2190",2013-09-07,"Broetchen",591.523547732665,"Samstag",NA,6,22.7625,7,NA
"2191",2013-09-08,"Broetchen",576.040699297842,"Sonntag",NA,7,20.1625,8,61
"2192",2013-09-09,"Broetchen",331.981293986457,"Freitag",NA,8,11.575,11,63
"2193",2013-09-10,"Broetchen",363.667829135983,"Montag",NA,6,13.5875,11,65
"2194",2013-09-11,"Broetchen",350.81380789681,"Donnerstag",NA,6,13.9,8,61
"2195",2013-09-12,"Broetchen",354.282593212868,"Dienstag",NA,6,16.1125,6,61
"2196",2013-09-13,"Broetchen",413.041864366013,"Mittwoch",NA,6,17.4375,5,21
"2197",2013-09-14,"Broetchen",530.825102628704,"Samstag",NA,5,17.625,10,63
"2198",2013-09-15,"Broetchen",494.908185078447,"Sonntag",NA,7,14.8625,10,21
"2199",2013-09-16,"Broetchen",363.701917843028,"Freitag",NA,3,13.1375,13,21
"2200",2013-09-17,"Broetchen",321.054881338889,"Montag",NA,5,13.1375,10,63
"2201",2013-09-18,"Broetchen",327.413713418182,"Donnerstag",NA,4,13.05,9,NA
"2202",2013-09-19,"Broetchen",362.273757016504,"Dienstag",NA,5,14.8375,11,63
"2203",2013-09-20,"Broetchen",375.16829079452,"Mittwoch",NA,7,13.525,6,NA
"2204",2013-09-21,"Broetchen",525.014097788583,"Samstag",NA,7,15.35,9,NA
"2205",2013-09-22,"Broetchen",500.579617827733,"Sonntag",NA,6,17.1375,14,21
"2206",2013-09-23,"Broetchen",339.417738661045,"Freitag",NA,7,17.3125,14,21
"2207",2013-09-24,"Broetchen",314.00466178787,"Montag",NA,8,15.7375,10,NA
"2208",2013-09-25,"Broetchen",333.964687913619,"Donnerstag",NA,6,13.5375,7,61
"2209",2013-09-26,"Broetchen",348.862509645868,"Dienstag",NA,1,12.9875,12,NA
"2210",2013-09-27,"Broetchen",337.894647078396,"Mittwoch",NA,5,13.0125,8,21
"2211",2013-09-28,"Broetchen",578.156874149585,"Samstag",NA,0,13.1,8,NA
"2212",2013-09-29,"Broetchen",503.155199518292,"Sonntag",NA,3,14.175,12,NA
"2213",2013-09-30,"Broetchen",360.827106059368,"Freitag",NA,1,12.825,14,NA
"2214",2013-10-01,"Broetchen",356.816079467772,"Montag",NA,0,12.9125,13,5
"2215",2013-10-02,"Broetchen",423.688173539227,"Donnerstag",NA,1,12.7,10,NA
"2216",2013-10-03,"Broetchen",592.567211256288,"Dienstag",NA,0,11.7625,12,5
"2217",2013-10-04,"Broetchen",501.347948785726,"Mittwoch",NA,5,11.2,8,63
"2218",2013-10-05,"Broetchen",532.496621420318,"Samstag",NA,7,15.575,8,20
"2219",2013-10-06,"Broetchen",534.597184990357,"Sonntag",NA,7,15.25,6,NA
"2220",2013-10-07,"Broetchen",372.452301813743,"Freitag",NA,1,16.275,7,NA
"2221",2013-10-08,"Broetchen",324.616615610371,"Montag",NA,6,15.1125,8,61
"2222",2013-10-09,"Broetchen",369.540618454844,"Donnerstag",NA,7,14.3125,10,21
"2223",2013-10-10,"Broetchen",349.149490881751,"Dienstag",NA,5,10.975,6,NA
"2224",2013-10-11,"Broetchen",349.112977802115,"Mittwoch",NA,7,13.8625,20,10
"2225",2013-10-12,"Broetchen",425.070804590291,"Samstag",NA,8,13.025,21,63
"2226",2013-10-13,"Broetchen",452.275706400622,"Sonntag",NA,5,10.8625,5,NA
"2227",2013-10-14,"Broetchen",328.255116835268,"Freitag",NA,2,12.525,6,NA
"2228",2013-10-15,"Broetchen",354.885414944464,"Montag",NA,7,10.6625,4,63
"2229",2013-10-16,"Broetchen",324.757529273156,"Donnerstag",NA,8,12.275,7,NA
"2230",2013-10-17,"Broetchen",324.982641344802,"Dienstag",NA,7,12,15,65
"2231",2013-10-18,"Broetchen",321.70990029733,"Mittwoch",NA,1,9.075,9,NA
"2232",2013-10-19,"Broetchen",379.7774092487,"Samstag",NA,7,9.45,9,NA
"2233",2013-10-20,"Broetchen",437.66111375148,"Sonntag",NA,7,15.1875,8,21
"2234",2013-10-21,"Broetchen",312.390458346719,"Freitag",NA,7,14.2625,8,61
"2235",2013-10-22,"Broetchen",367.731628638611,"Montag",NA,2,17.6375,7,NA
"2236",2013-10-23,"Broetchen",339.191026703081,"Donnerstag",NA,6,17.675,9,NA
"2237",2013-10-24,"Broetchen",347.147339698928,"Dienstag",NA,5,12.6875,12,61
"2238",2013-10-25,"Broetchen",331.531922475238,"Mittwoch",NA,7,11.8875,7,61
"2239",2013-10-26,"Broetchen",403.176380323358,"Samstag",NA,5,16.775,10,21
"2240",2013-10-27,"Broetchen",541.86792448218,"Sonntag",NA,6,14.9875,16,65
"2241",2013-10-28,"Broetchen",358.47390890485,"Freitag",NA,7,14.3625,29,63
"2242",2013-10-29,"Broetchen",343.382554561478,"Montag",NA,7,10.775,17,63
"2243",2013-10-30,"Broetchen",315.521819776895,"Donnerstag",NA,6,10.4375,10,61
"2244",2013-10-31,"Broetchen",297.251141804671,"Dienstag",NA,5,11.1625,13,21
"2245",2013-11-01,"Broetchen",336.018177940212,"Mittwoch",NA,8,10.625,9,63
"2246",2013-11-02,"Broetchen",433.411475491698,"Samstag",NA,8,8.8875,3,63
"2247",2013-11-03,"Broetchen",549.620047848044,"Sonntag",NA,6,10.7,15,21
"2248",2013-11-04,"Broetchen",269.386056106044,"Freitag",NA,7,6.8375,7,63
"2249",2013-11-05,"Broetchen",247.501683917765,"Montag",NA,4,8.9,12,61
"2250",2013-11-06,"Broetchen",273.952220004938,"Donnerstag",NA,4,8.1375,12,63
"2251",2013-11-07,"Broetchen",276.67098423661,"Dienstag",NA,6,9.5,10,61
"2252",2013-11-08,"Broetchen",270.935184532938,"Mittwoch",NA,3,9.325,9,NA
"2253",2013-11-09,"Broetchen",391.257430539666,"Samstag",NA,5,7.7,16,63
"2254",2013-11-10,"Broetchen",554.358848899602,"Sonntag",NA,2,6.9875,12,63
"2255",2013-11-11,"Broetchen",277.910909861899,"Freitag",NA,2,8.3125,5,NA
"2256",2013-11-12,"Broetchen",257.306498146673,"Montag",NA,7,5.9375,9,61
"2257",2013-11-13,"Broetchen",253.679516784304,"Donnerstag",NA,1,8.8,12,0
"2258",2013-11-14,"Broetchen",252.672301244525,"Dienstag",NA,5,6.9375,9,21
"2259",2013-11-15,"Broetchen",261.631579072909,"Mittwoch",NA,7,6.45,6,21
"2260",2013-11-16,"Broetchen",388.456732659322,"Samstag",NA,8,8.875,12,NA
"2261",2013-11-17,"Broetchen",585.360633461221,"Sonntag",NA,2,8.8875,8,0
"2262",2013-11-18,"Broetchen",271.38800449289,"Freitag",NA,7,6.65,5,63
"2263",2013-11-19,"Broetchen",256.059323867932,"Montag",NA,8,5.8375,8,61
"2264",2013-11-20,"Broetchen",254.568609014357,"Donnerstag",NA,6,3.85,6,NA
"2265",2013-11-21,"Broetchen",265.659732396587,"Dienstag",NA,2,3.275,8,10
"2266",2013-11-22,"Broetchen",264.858352033057,"Mittwoch",NA,7,5.375,10,21
"2267",2013-11-23,"Broetchen",371.973598822071,"Samstag",NA,3,4.9125,6,NA
"2268",2013-11-24,"Broetchen",563.703199691435,"Sonntag",NA,0,4.6,16,NA
"2269",2013-11-25,"Broetchen",243.739175008053,"Freitag",NA,0,3.7,10,NA
"2270",2013-11-26,"Broetchen",270.066780638125,"Montag",NA,2,2.3125,6,NA
"2271",2013-11-27,"Broetchen",249.98388856265,"Donnerstag",NA,8,7.3125,12,61
"2272",2013-11-28,"Broetchen",245.157903548545,"Dienstag",NA,2,8.025,18,NA
"2273",2013-11-29,"Broetchen",270.604986736201,"Mittwoch",NA,8,5.9875,11,63
"2274",2013-11-30,"Broetchen",364.558396204025,"Samstag",NA,7,5.525,10,20
"2275",2013-12-01,"Broetchen",584.644687013588,"Sonntag",NA,5,8.6625,20,61
"2276",2013-12-02,"Broetchen",278.664927166837,"Freitag",NA,0,3.0625,4,10
"2277",2013-12-03,"Broetchen",247.82662169358,"Montag",NA,8,1.7125,6,28
"2278",2013-12-04,"Broetchen",267.381898238725,"Donnerstag",NA,7,5.85,11,63
"2279",2013-12-05,"Broetchen",270.133710033378,"Dienstag",NA,7,4.4625,24,63
"2280",2013-12-06,"Broetchen",242.429691903367,"Mittwoch",NA,6,1.7875,25,73
"2281",2013-12-07,"Broetchen",330.405150816589,"Samstag",NA,5,1,11,22
"2282",2013-12-08,"Broetchen",502.371531950746,"Sonntag",NA,8,6.975,16,63
"2283",2013-12-09,"Broetchen",224.635145960176,"Freitag",NA,7,9.2375,10,45
"2284",2013-12-10,"Broetchen",257.948246753247,"Montag",NA,7,7.1875,8,61
"2285",2013-12-11,"Broetchen",258.730733034518,"Donnerstag",NA,7,5.025,9,10
"2286",2013-12-12,"Broetchen",246.420486617343,"Dienstag",NA,8,2.525,8,28
"2287",2013-12-13,"Broetchen",215.102454376754,"Mittwoch",NA,7,3.5375,6,61
"2288",2013-12-14,"Broetchen",327.613078777548,"Samstag",NA,7,3.0125,7,61
"2289",2013-12-15,"Broetchen",564.33503068692,"Sonntag",NA,8,7.925,12,61
"2290",2013-12-16,"Broetchen",230.285819128034,"Freitag",NA,8,8.775,12,NA
"2291",2013-12-17,"Broetchen",261.524378936327,"Montag",NA,8,4.95,8,61
"2292",2013-12-18,"Broetchen",241.880289555687,"Donnerstag",NA,7,6.85,8,10
"2293",2013-12-19,"Broetchen",265.154110289682,"Dienstag",NA,7,7.4,10,63
"2294",2013-12-20,"Broetchen",273.618541350621,"Mittwoch",NA,7,5.2875,10,61
"2295",2013-12-21,"Broetchen",354.063657483224,"Samstag",NA,8,6.5625,13,63
"2296",2013-12-22,"Broetchen",463.81219748514,"Sonntag",NA,7,8.1375,12,61
"2297",2013-12-23,"Broetchen",430.94267042062,"Freitag",NA,3,5.4875,10,NA
"2298",2013-12-24,"Broetchen",531.778119659333,"Montag",NA,7,11.4375,18,61
"2299",2013-12-27,"Broetchen",433.889713549154,"Mittwoch",NA,7,5.7625,15,63
"2300",2013-12-29,"Broetchen",510.015069971101,"Sonntag",NA,7,5.7125,9,63
"2301",2013-12-30,"Broetchen",494.782420691912,"Freitag",NA,4,4.75,11,10
"2302",2013-12-31,"Broetchen",586.131309693688,"Montag",NA,4,5.0375,7,NA
"2303",2014-01-02,"Broetchen",449.418219323415,"Dienstag",NA,7,6.25,9,63
"2304",2014-01-03,"Broetchen",405.814478197605,"Mittwoch",NA,7,6.8375,10,63
"2305",2014-01-04,"Broetchen",408.762961257816,"Samstag",NA,5,6.9375,11,NA
"2306",2014-01-05,"Broetchen",529.982266493949,"Sonntag",NA,7,6.1875,11,63
"2307",2014-01-06,"Broetchen",299.874480982131,"Freitag",NA,7,7.9125,11,65
"2308",2014-01-07,"Broetchen",296.549615645128,"Montag",NA,7,10.4375,13,NA
"2309",2014-01-08,"Broetchen",258.406939246541,"Donnerstag",NA,7,8.6375,15,63
"2310",2014-01-09,"Broetchen",260.439674899334,"Dienstag",NA,7,9.6125,16,61
"2311",2014-01-10,"Broetchen",286.482721735479,"Mittwoch",NA,7,6.6375,17,61
"2312",2014-01-11,"Broetchen",384.22983618022,"Samstag",NA,7,5.5875,18,63
"2313",2014-01-12,"Broetchen",582.354079603658,"Sonntag",NA,2,5.525,16,21
"2314",2014-01-13,"Broetchen",251.321752602056,"Freitag",NA,8,3.1375,10,69
"2315",2014-01-14,"Broetchen",305.619039555862,"Montag",NA,6,4.225,6,28
"2316",2014-01-15,"Broetchen",266.688234496087,"Donnerstag",NA,7,3.228571,7,28
"2317",2014-01-16,"Broetchen",280.275781868982,"Dienstag",NA,8,2.7375,9,63
"2318",2014-01-17,"Broetchen",257.771904141454,"Mittwoch",NA,7,6.7375,4,61
"2319",2014-01-18,"Broetchen",357.4107536578,"Samstag",NA,7,5.8875,8,61
"2320",2014-01-19,"Broetchen",519.732257703175,"Sonntag",NA,7,2.8625,19,10
"2321",2014-01-20,"Broetchen",273.490861004483,"Freitag",NA,8,0.3875,13,61
"2322",2014-01-21,"Broetchen",259.272175875601,"Montag",NA,7,-0.65,7,77
"2323",2014-01-22,"Broetchen",241.123430544226,"Donnerstag",NA,8,-3.1125,14,22
"2324",2014-01-23,"Broetchen",263.978251498374,"Dienstag",NA,8,-3.1875,11,22
"2325",2014-01-24,"Broetchen",261.219962431997,"Mittwoch",NA,2,-5.1625,13,10
"2326",2014-01-25,"Broetchen",351.252465656399,"Samstag",NA,5,-7.0375,8,NA
"2327",2014-01-26,"Broetchen",483.659434750003,"Sonntag",NA,1,-8.475,10,10
"2328",2014-01-27,"Broetchen",228.4378109063,"Freitag",NA,5,0.7,9,69
"2329",2014-01-28,"Broetchen",297.344059006804,"Montag",NA,7,-0.2625,10,10
"2330",2014-01-29,"Broetchen",230.305934307389,"Donnerstag",NA,7,-5.05,13,77
"2331",2014-01-30,"Broetchen",268.187299324192,"Dienstag",NA,7,-4.4875,8,77
"2332",2014-01-31,"Broetchen",286.654898966864,"Mittwoch",NA,8,-3.6875,7,10
"2333",2014-02-01,"Broetchen",363.477743653721,"Samstag",NA,7,3.225,10,63
"2334",2014-02-02,"Broetchen",556.341089710331,"Sonntag",NA,0,5.4875,8,NA
"2335",2014-02-03,"Broetchen",348.771730579887,"Freitag",NA,1,3.475,8,10
"2336",2014-02-04,"Broetchen",260.453691923776,"Montag",NA,5,3.925,6,10
"2337",2014-02-05,"Broetchen",303.821114890027,"Donnerstag",NA,4,3.675,8,10
"2338",2014-02-06,"Broetchen",281.271370841592,"Dienstag",NA,7,7.875,11,20
"2339",2014-02-07,"Broetchen",277.116052767499,"Mittwoch",NA,7,8.475,15,63
"2340",2014-02-08,"Broetchen",444.88120408508,"Samstag",NA,7,6.2875,12,61
"2341",2014-02-09,"Broetchen",569.839111992589,"Sonntag",NA,5,6.7125,15,63
"2342",2014-02-10,"Broetchen",289.527230880774,"Freitag",NA,2,6.6375,9,NA
"2343",2014-02-11,"Broetchen",316.588828519672,"Montag",NA,7,4.925,12,61
"2344",2014-02-12,"Broetchen",304.004411606266,"Donnerstag",NA,4,6.1,13,10
"2345",2014-02-13,"Broetchen",299.888751175176,"Dienstag",NA,5,7.45,13,NA
"2346",2014-02-14,"Broetchen",313.418025928576,"Mittwoch",NA,5,5.2125,9,10
"2347",2014-02-15,"Broetchen",474.035638350371,"Samstag",NA,5,11.5,15,NA
"2348",2014-02-16,"Broetchen",642.255713146016,"Sonntag",NA,7,6.0625,17,63
"2349",2014-02-17,"Broetchen",329.690366180098,"Freitag",NA,0,6.6875,9,NA
"2350",2014-02-18,"Broetchen",275.501866816375,"Montag",NA,7,7.8,8,10
"2351",2014-02-19,"Broetchen",317.300543446827,"Donnerstag",NA,7,6.325,8,61
"2352",2014-02-20,"Broetchen",332.24034886181,"Dienstag",NA,6,9.1,11,10
"2353",2014-02-21,"Broetchen",304.683845985775,"Mittwoch",NA,7,7.5125,11,61
"2354",2014-02-22,"Broetchen",501.288627565406,"Samstag",NA,7,5.925,11,21
"2355",2014-02-23,"Broetchen",711.608645093162,"Sonntag",NA,1,8.625,12,NA
"2356",2014-02-24,"Broetchen",278.245512066627,"Freitag",NA,1,9.4125,11,NA
"2357",2014-02-25,"Broetchen",261.518665118435,"Montag",NA,1,10.475,7,NA
"2358",2014-02-26,"Broetchen",311.376704215006,"Donnerstag",NA,5,10.1875,8,NA
"2359",2014-02-27,"Broetchen",300.168385368184,"Dienstag",NA,1,8.8875,7,10
"2360",2014-02-28,"Broetchen",304.253089953571,"Mittwoch",NA,7,6.1875,6,61
"2361",2014-03-01,"Broetchen",463.931706683171,"Samstag",NA,2,5.075,9,10
"2362",2014-03-02,"Broetchen",613.772072740439,"Sonntag",NA,6,6.5625,9,10
"2363",2014-03-03,"Broetchen",340.843721805049,"Freitag",NA,0,9.1875,10,5
"2364",2014-03-04,"Broetchen",322.507407389951,"Montag",NA,7,6.6875,7,10
"2365",2014-03-05,"Broetchen",272.380162040079,"Donnerstag",NA,7,4.6875,7,28
"2366",2014-03-06,"Broetchen",296.782446572738,"Dienstag",NA,3,8.925,9,10
"2367",2014-03-07,"Broetchen",293.295574945633,"Mittwoch",NA,6,11.275,10,5
"2368",2014-03-08,"Broetchen",478.500223651153,"Samstag",NA,0,9.9375,6,NA
"2369",2014-03-09,"Broetchen",620.71339369779,"Sonntag",NA,0,16.4,9,NA
"2370",2014-03-10,"Broetchen",317.378702108067,"Freitag",NA,0,15.8,9,NA
"2371",2014-03-11,"Broetchen",264.37746726286,"Montag",NA,0,7.85,9,NA
"2372",2014-03-12,"Broetchen",275.552175296613,"Donnerstag",NA,0,10.2125,8,0
"2373",2014-03-13,"Broetchen",322.865434589691,"Dienstag",NA,0,13.375,10,NA
"2374",2014-03-14,"Broetchen",309.267472114849,"Mittwoch",NA,1,9.6125,10,NA
"2375",2014-03-15,"Broetchen",426.528946577857,"Samstag",NA,4,9.0375,27,NA
"2376",2014-03-16,"Broetchen",427.380944455632,"Sonntag",NA,7,9.3375,24,61
"2377",2014-03-17,"Broetchen",283.82852752228,"Freitag",NA,7,9.5875,18,61
"2378",2014-03-18,"Broetchen",286.018793506259,"Montag",NA,7,9.6875,16,21
"2379",2014-03-19,"Broetchen",287.60155477635,"Donnerstag",NA,7,9.45,18,61
"2380",2014-03-20,"Broetchen",297.335857719945,"Dienstag",NA,0,16.2625,13,NA
"2381",2014-03-21,"Broetchen",316.080628373637,"Mittwoch",NA,7,6.8875,14,63
"2382",2014-03-22,"Broetchen",497.958416841062,"Samstag",NA,5,8.85,11,63
"2383",2014-03-23,"Broetchen",492.856825031606,"Sonntag",NA,4,8.3625,10,NA
"2384",2014-03-24,"Broetchen",326.267041619462,"Freitag",NA,3,7.5625,7,NA
"2385",2014-03-25,"Broetchen",327.070593673512,"Montag",NA,2,7.725,10,21
"2386",2014-03-26,"Broetchen",316.014621957881,"Donnerstag",NA,5,7.85,11,21
"2387",2014-03-27,"Broetchen",384.826956477695,"Dienstag",NA,6,5.1,12,NA
"2388",2014-03-28,"Broetchen",373.193892353262,"Mittwoch",NA,8,5.4,12,10
"2389",2014-03-29,"Broetchen",600.636330304354,"Samstag",NA,3,9.375,8,10
"2390",2014-03-30,"Broetchen",541.041022021925,"Sonntag",NA,0,11.2625,8,28
"2391",2014-03-31,"Broetchen",340.519359885231,"Freitag",NA,7,7.4375,4,45
"2392",2014-04-01,"Broetchen",344.347041678838,"Montag",NA,8,5.7625,13,10
"2393",2014-04-02,"Broetchen",357.401889148184,"Donnerstag",NA,2,12.45,8,10
"2394",2014-04-03,"Broetchen",338.691456861455,"Dienstag",NA,3,7.6125,15,10
"2395",2014-04-04,"Broetchen",348.498254975841,"Mittwoch",NA,6,6.45,15,0
"2396",2014-04-05,"Broetchen",524.065479089145,"Samstag",NA,8,9.825,5,61
"2397",2014-04-06,"Broetchen",577.282474747519,"Sonntag",NA,7,12.1875,8,63
"2398",2014-04-07,"Broetchen",357.629946491513,"Freitag",NA,7,15.7875,10,63
"2399",2014-04-08,"Broetchen",353.523529645886,"Montag",NA,7,9.8125,19,61
"2400",2014-04-09,"Broetchen",366.100231824073,"Donnerstag",NA,7,10.1875,20,21
"2401",2014-04-10,"Broetchen",362.307296259006,"Dienstag",NA,7,9.75,4,NA
"2402",2014-04-11,"Broetchen",375.837949456716,"Mittwoch",NA,6,12.0625,10,NA
"2403",2014-04-12,"Broetchen",574.526430697981,"Samstag",NA,4,11.2,12,0
"2404",2014-04-13,"Broetchen",631.475800914064,"Sonntag",NA,6,11.0125,21,NA
"2405",2014-04-14,"Broetchen",407.696472609752,"Freitag",NA,5,8.9,23,61
"2406",2014-04-15,"Broetchen",460.801074530961,"Montag",NA,0,9.9125,15,NA
"2407",2014-04-16,"Broetchen",439.876371928798,"Donnerstag",NA,0,11.3625,9,NA
"2408",2014-04-17,"Broetchen",562.281813457354,"Dienstag",NA,5,14.4,14,NA
"2409",2014-04-19,"Broetchen",701.506792782752,"Samstag",NA,1,11.125,13,5
"2410",2014-04-20,"Broetchen",670.020496886695,"Sonntag",NA,0,13.875,15,5
"2411",2014-04-21,"Broetchen",683.784882752709,"Freitag",NA,4,13.425,15,0
"2412",2014-04-22,"Broetchen",460.8751181337,"Montag",NA,3,15.45,10,10
"2413",2014-04-23,"Broetchen",465.58877492787,"Donnerstag",NA,8,9.825,11,21
